Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
12/16/2022,12/16/2022,12/19/2022,SPCE,Option Expiration for SPCE 12/16/2022 Call $5.00,OEXP,5,,
12/16/2022,12/16/2022,12/19/2022,NET,Option Expiration for NET 12/16/2022 Call $53.00,OEXP,1,,
12/15/2022,12/15/2022,12/15/2022,,Gold Fee,GOLD,,,($5.00)
12/15/2022,12/15/2022,12/15/2022,,Aggregated Margin Rate,MINT,,,($74.08)
12/13/2022,12/13/2022,12/14/2022,GOOGL,GOOGL 12/16/2022 Call $99.00,STO,1,$0.45,$44.98
12/12/2022,12/12/2022,12/13/2022,INTC,INTC 12/16/2022 Call $30.00,STO,5,$0.12,$59.98
12/12/2022,12/12/2022,12/13/2022,SPCE,SPCE 12/16/2022 Call $5.00,STO,4,$0.07,$27.98
12/12/2022,12/12/2022,12/13/2022,SPCE,SPCE 12/16/2022 Call $5.00,STO,1,$0.07,$6.98
12/9/2022,12/9/2022,12/12/2022,GOOGL,Option Expiration for GOOGL 12/9/2022 Call $101.00,OEXP,1,,
12/9/2022,12/9/2022,12/12/2022,SPCE,Option Expiration for SPCE 12/9/2022 Call $5.00,OEXP,5,,
12/9/2022,12/9/2022,12/12/2022,NET,NET 12/9/2022 Call $50.00,BTC,1,$0.03,($3.00)
12/9/2022,12/9/2022,12/12/2022,NET,NET 12/16/2022 Call $53.00,STO,1,$1.24,$123.98
12/8/2022,12/8/2022,12/8/2022,MSFT,Cash Div: R/D 2022-11-17 P/D 2022-12-08 - 7.071625 shares at 0.68,CDIV,,,$4.81
12/5/2022,12/5/2022,12/5/2022,PFE,Cash Div: R/D 2022-11-04 P/D 2022-12-05 - 0.996808 shares at 0.4,CDIV,,,$0.40
12/2/2022,12/2/2022,12/5/2022,SPCE,SPCE 12/9/2022 Call $5.00,STO,5,$0.21,$104.98
12/2/2022,12/2/2022,12/5/2022,SPCE,SPCE 12/2/2022 Call $5.00,BTC,5,$0.11,($55.00)
12/2/2022,12/2/2022,12/5/2022,GOOGL,GOOGL 12/2/2022 Call $99.00,BTC,1,$0.82,($82.00)
12/2/2022,12/2/2022,12/5/2022,GOOGL,GOOGL 12/9/2022 Call $101.00,STO,1,$1.03,$102.98
12/2/2022,12/2/2022,12/5/2022,NET,NET 12/9/2022 Call $50.00,STO,1,$1.18,$117.98
12/2/2022,12/2/2022,12/5/2022,NET,NET 12/2/2022 Call $48.50,BTC,1,$0.24,($24.00)
12/1/2022,12/1/2022,12/1/2022,INTC,Cash Div: R/D 2022-11-07 P/D 2022-12-01 - 500 shares at 0.365,CDIV,,,$182.50
12/1/2022,12/1/2022,12/1/2022,SIRI,Manufactured Div: R/D 2022-11-11 P/D 2022-11-30 - 3 shares at 0.0242,MDIV,,,$0.07
11/30/2022,11/30/2022,12/1/2022,NET,NET 12/2/2022 Call $48.50,STO,1,$0.73,$72.98
11/29/2022,11/29/2022,11/30/2022,SPCE,SPCE 12/2/2022 Call $5.00,STO,5,$0.09,$44.98
11/25/2022,11/25/2022,11/28/2022,INTC,Option Expiration for INTC 11/25/2022 Call $30.00,OEXP,5,,
11/25/2022,11/25/2022,11/28/2022,NET,Option Expiration for NET 11/25/2022 Call $47.00,OEXP,1,,
11/25/2022,11/25/2022,11/28/2022,GOOGL,GOOGL 11/25/2022 Call $97.00,BTC,1,$0.93,($93.00)
11/25/2022,11/25/2022,11/28/2022,GOOGL,GOOGL 12/2/2022 Call $99.00,STO,1,$1.11,$110.98
11/23/2022,11/23/2022,11/25/2022,NET,NET 11/25/2022 Call $47.00,STO,1,$0.39,$38.98
11/22/2022,11/22/2022,11/23/2022,INTC,INTC 11/25/2022 Call $30.00,STO,5,$0.11,$54.98
11/18/2022,11/18/2022,11/21/2022,INTC,Option Expiration for INTC 11/18/2022 Call $30.50,OEXP,5,,
11/18/2022,11/18/2022,11/21/2022,SPCE,Option Expiration for SPCE 11/18/2022 Call $6.00,OEXP,5,,
11/18/2022,11/18/2022,11/21/2022,NET,Option Expiration for NET 11/18/2022 Call $49.00,OEXP,1,,
11/15/2022,11/15/2022,11/15/2022,,Gold Fee,GOLD,,,($5.00)
11/15/2022,11/15/2022,11/15/2022,,Aggregated Margin Rate,MINT,,,($103.10)
11/11/2022,11/11/2022,11/14/2022,SPCE,SPCE 11/18/2022 Call $6.00,STO,1,$0.07,$6.98
11/11/2022,11/11/2022,11/14/2022,SPCE,SPCE 11/11/2022 Call $5.50,BTC,1,$0.04,($4.00)
11/11/2022,11/11/2022,11/14/2022,SPCE,SPCE 11/18/2022 Call $6.00,STO,1,$0.07,$6.98
11/11/2022,11/11/2022,11/14/2022,SPCE,SPCE 11/18/2022 Call $6.00,STO,1,$0.07,$6.98
11/11/2022,11/11/2022,11/14/2022,SPCE,SPCE 11/18/2022 Call $6.00,STO,1,$0.07,$6.98
11/11/2022,11/11/2022,11/14/2022,SPCE,SPCE 11/11/2022 Call $5.50,BTC,1,$0.04,($4.00)
11/11/2022,11/11/2022,11/14/2022,SPCE,SPCE 11/11/2022 Call $5.50,BTC,1,$0.04,($4.00)
11/11/2022,11/11/2022,11/14/2022,SPCE,SPCE 11/11/2022 Call $5.50,BTC,1,$0.04,($4.00)
11/11/2022,11/11/2022,11/14/2022,SPCE,SPCE 11/18/2022 Call $6.00,STO,1,$0.07,$6.98
11/11/2022,11/11/2022,11/14/2022,SPCE,SPCE 11/11/2022 Call $5.50,BTC,1,$0.04,($4.00)
11/11/2022,11/11/2022,11/14/2022,GOOGL,GOOGL 11/11/2022 Call $92.00,BTC,1,$4.65,($465.00)
11/11/2022,11/11/2022,11/14/2022,GOOGL,GOOGL 11/25/2022 Call $97.00,STO,1,$2.20,$219.98
11/11/2022,11/11/2022,11/14/2022,NVDA,NVDA 11/11/2022 Call $140.00,BTC,1,$22.35,"($2,235.00)"
11/11/2022,11/11/2022,11/14/2022,NVDA,NVDA 12/23/2022 Call $165.00,STO,1,$11.65,"$1,164.96"
11/10/2022,11/10/2022,11/10/2022,AAPL,Cash Div: R/D 2022-11-07 P/D 2022-11-10 - 12.114505 shares at 0.23,CDIV,,,$2.79
11/10/2022,11/10/2022,11/14/2022,INTC,INTC 11/18/2022 Call $30.50,STO,5,$0.14,$69.98
11/10/2022,11/10/2022,11/14/2022,NET,NET 11/18/2022 Call $49.00,STO,1,$1.07,$106.98
11/7/2022,11/7/2022,11/8/2022,GOOGL,GOOGL 11/11/2022 Call $92.00,STO,1,$0.49,$48.98
11/7/2022,11/7/2022,11/8/2022,SPCE,SPCE 11/11/2022 Call $5.50,STO,5,$0.06,$29.98
11/4/2022,11/4/2022,11/7/2022,HOOD,HOOD 11/4/2022 Call $12.00,OASGN,8,,
11/4/2022,11/4/2022,11/8/2022,HOOD,"Robinhood Markets
CUSIP: 770700102
8 HOOD Options Assigned",Sell,800,$12.00,"$9,599.68"
11/4/2022,11/4/2022,11/7/2022,SPCE,Option Expiration for SPCE 11/4/2022 Call $5.00,OEXP,5,,
11/4/2022,11/4/2022,11/7/2022,INTC,Option Expiration for INTC 11/4/2022 Call $30.00,OEXP,5,,
10/28/2022,10/28/2022,10/31/2022,NET,Option Expiration for NET 10/28/2022 Call $60.00,OEXP,1,,
10/28/2022,10/28/2022,10/31/2022,INTC,INTC 10/28/2022 Call $30.00,BTC,2,$0.01,($2.00)
10/28/2022,10/28/2022,10/31/2022,INTC,INTC 10/28/2022 Call $30.00,BTC,3,$0.01,($3.00)
10/28/2022,10/28/2022,10/31/2022,INTC,INTC 11/4/2022 Call $30.00,STO,2,$0.35,$69.98
10/28/2022,10/28/2022,10/31/2022,INTC,INTC 11/4/2022 Call $30.00,STO,3,$0.35,$104.98
10/28/2022,10/28/2022,10/31/2022,SPCE,SPCE 11/4/2022 Call $5.00,STO,1,$0.14,$13.98
10/28/2022,10/28/2022,10/31/2022,SPCE,SPCE 10/28/2022 Call $5.00,BTC,1,$0.01,($1.00)
10/28/2022,10/28/2022,10/31/2022,SPCE,SPCE 11/4/2022 Call $5.00,STO,2,$0.14,$27.98
10/28/2022,10/28/2022,10/31/2022,SPCE,SPCE 11/4/2022 Call $5.00,STO,2,$0.14,$27.98
10/28/2022,10/28/2022,10/31/2022,SPCE,SPCE 10/28/2022 Call $5.00,BTC,4,$0.01,($4.00)
10/28/2022,10/28/2022,10/31/2022,HOOD,HOOD 10/28/2022 Call $11.50,BTC,8,$0.02,($16.00)
10/28/2022,10/28/2022,10/31/2022,HOOD,HOOD 11/4/2022 Call $12.00,STO,8,$0.41,$327.97
10/28/2022,10/28/2022,10/31/2022,NVDA,NVDA 11/11/2022 Call $140.00,STO,1,$5.40,$539.97
10/28/2022,10/28/2022,10/31/2022,NVDA,NVDA 10/28/2022 Call $133.00,BTC,1,$4.44,($444.00)
10/27/2022,10/27/2022,10/28/2022,SPCE,SPCE 10/28/2022 Call $5.00,STO,5,$0.01,$4.98
10/27/2022,10/27/2022,10/28/2022,HOOD,HOOD 10/28/2022 Call $11.50,STO,8,$0.07,$55.97
10/26/2022,10/26/2022,10/26/2022,CSCO,Cash Div: R/D 2022-10-05 P/D 2022-10-26 - 1.041383 shares at 0.38,CDIV,,,$0.40
10/26/2022,10/26/2022,10/26/2022,MRVL,Cash Div: R/D 2022-10-07 P/D 2022-10-26 - 5.034087 shares at 0.06,CDIV,,,$0.30
10/21/2022,10/21/2022,10/24/2022,HOOD,Option Expiration for HOOD 10/21/2022 Call $11.00,OEXP,8,,
10/21/2022,10/21/2022,10/24/2022,GOOGL,Option Expiration for GOOGL 10/21/2022 Call $104.00,OEXP,1,,
10/21/2022,10/21/2022,10/24/2022,SPCE,Option Expiration for SPCE 10/21/2022 Call $5.00,OEXP,5,,
10/21/2022,10/21/2022,10/24/2022,NET,NET 10/28/2022 Call $60.00,STO,1,$0.59,$58.98
10/21/2022,10/21/2022,10/24/2022,NET,NET 10/21/2022 Call $55.00,BTC,1,$0.05,($5.00)
10/21/2022,10/21/2022,10/24/2022,NVDA,NVDA 10/21/2022 Call $126.00,BTC,1,$0.03,($3.00)
10/21/2022,10/21/2022,10/24/2022,NVDA,NVDA 10/28/2022 Call $133.00,STO,1,$1.16,$115.98
10/21/2022,10/21/2022,10/24/2022,INTC,INTC 10/21/2022 Call $27.00,BTC,5,$0.05,($25.00)
10/21/2022,10/21/2022,10/24/2022,INTC,INTC 10/28/2022 Call $30.00,STO,5,$0.24,$119.98
10/20/2022,10/20/2022,10/21/2022,INTC,INTC 10/21/2022 Call $27.00,STO,3,$0.06,$17.98
10/20/2022,10/20/2022,10/21/2022,INTC,INTC 10/21/2022 Call $27.00,STO,2,$0.07,$13.98
10/17/2022,10/17/2022,10/18/2022,GOOGL,GOOGL 10/21/2022 Call $104.00,STO,1,$0.49,$48.98
10/17/2022,10/17/2022,10/18/2022,SPCE,SPCE 10/21/2022 Call $5.00,STO,5,$0.07,$34.98
10/17/2022,10/17/2022,10/18/2022,HOOD,HOOD 10/21/2022 Call $11.00,STO,1,$0.10,$9.98
10/17/2022,10/17/2022,10/18/2022,HOOD,HOOD 10/21/2022 Call $11.00,STO,7,$0.10,$69.97
10/17/2022,10/17/2022,10/18/2022,NVDA,NVDA 10/21/2022 Call $126.00,STO,1,$0.80,$79.98
10/17/2022,10/17/2022,10/18/2022,NET,NET 10/21/2022 Call $55.00,STO,1,$0.95,$94.98
10/17/2022,10/17/2022,10/17/2022,,Gold Fee,GOLD,,,($5.00)
10/17/2022,10/17/2022,10/17/2022,,Aggregated Margin Rate,MINT,,,($99.76)
10/14/2022,10/14/2022,10/17/2022,HOOD,Option Expiration for HOOD 10/14/2022 Call $11.00,OEXP,8,,
10/14/2022,10/14/2022,10/17/2022,INTC,Option Expiration for INTC 10/14/2022 Call $26.50,OEXP,5,,
10/14/2022,10/14/2022,10/17/2022,NVDA,Option Expiration for NVDA 10/14/2022 Call $122.00,OEXP,1,,
10/13/2022,10/13/2022,10/14/2022,NVDA,NVDA 10/14/2022 Call $122.00,STO,1,$1.01,$100.98
10/12/2022,10/12/2022,10/13/2022,HOOD,HOOD 10/14/2022 Call $11.00,STO,8,$0.15,$119.97
10/12/2022,10/12/2022,10/13/2022,INTC,INTC 10/14/2022 Call $26.50,STO,5,$0.15,$74.98
10/7/2022,10/7/2022,10/10/2022,INTC,Option Expiration for INTC 10/7/2022 Call $28.00,OEXP,5,,
10/7/2022,10/7/2022,10/10/2022,NVDA,Option Expiration for NVDA 10/7/2022 Call $132.00,OEXP,1,,
10/7/2022,10/7/2022,10/10/2022,NET,Option Expiration for NET 10/7/2022 Call $60.00,OEXP,1,,
10/7/2022,10/7/2022,10/10/2022,HOOD,Option Expiration for HOOD 10/7/2022 Call $11.00,OEXP,8,,
10/7/2022,10/7/2022,10/10/2022,GOOGL,Option Expiration for GOOGL 10/7/2022 Call $102.00,OEXP,1,,
10/4/2022,10/4/2022,10/5/2022,HOOD,HOOD 10/7/2022 Call $11.00,STO,8,$0.16,$127.97
10/3/2022,10/3/2022,10/4/2022,NET,NET 10/7/2022 Call $60.00,STO,1,$0.56,$55.98
10/3/2022,10/3/2022,10/4/2022,GOOGL,GOOGL 10/7/2022 Call $102.00,STO,1,$0.44,$43.98
10/3/2022,10/3/2022,10/4/2022,INTC,INTC 10/7/2022 Call $28.00,STO,5,$0.14,$69.98
10/3/2022,10/3/2022,10/4/2022,NVDA,NVDA 10/7/2022 Call $132.00,STO,1,$0.84,$83.98
9/30/2022,9/30/2022,10/3/2022,NET,Option Expiration for NET 9/30/2022 Call $66.00,OEXP,1,,
9/30/2022,9/30/2022,10/3/2022,NVDA,Option Expiration for NVDA 9/30/2022 Call $132.00,OEXP,1,,
9/30/2022,9/30/2022,10/3/2022,HOOD,Option Expiration for HOOD 9/30/2022 Call $10.50,OEXP,8,,
9/30/2022,9/30/2022,10/3/2022,GOOGL,Option Expiration for GOOGL 9/30/2022 Call $102.00,OEXP,1,,
9/30/2022,9/30/2022,10/3/2022,INTC,Option Expiration for INTC 9/30/2022 Call $28.00,OEXP,5,,
9/29/2022,9/29/2022,9/29/2022,NVDA,Cash Div: R/D 2022-09-08 P/D 2022-09-29 - 28.038072 shares at 0.04,CDIV,,,$1.12
9/28/2022,9/28/2022,9/29/2022,GOOGL,GOOGL 9/30/2022 Call $102.00,STO,1,$0.57,$56.98
9/28/2022,9/28/2022,9/29/2022,INTC,INTC 9/30/2022 Call $28.00,STO,1,$0.11,$10.98
9/28/2022,9/28/2022,9/29/2022,INTC,INTC 9/30/2022 Call $28.00,STO,4,$0.11,$43.98
9/27/2022,9/27/2022,9/28/2022,NVDA,NVDA 9/30/2022 Call $132.00,STO,1,$0.69,$68.98
9/23/2022,9/23/2022,9/26/2022,INTC,Option Expiration for INTC 9/23/2022 Call $30.50,OEXP,5,,
9/23/2022,9/23/2022,9/26/2022,SPCE,Option Expiration for SPCE 9/23/2022 Call $5.50,OEXP,5,,
9/23/2022,9/23/2022,9/26/2022,GOOGL,Option Expiration for GOOGL 9/23/2022 Call $104.00,OEXP,1,,
9/23/2022,9/23/2022,9/26/2022,NVDA,Option Expiration for NVDA 9/23/2022 Call $143.00,OEXP,1,,
9/21/2022,9/21/2022,9/22/2022,SPCE,SPCE 9/23/2022 Call $5.50,STO,5,$0.03,$14.98
9/21/2022,9/21/2022,9/22/2022,GOOGL,GOOGL 9/23/2022 Call $104.00,STO,1,$0.75,$74.98
9/21/2022,9/21/2022,9/22/2022,INTC,INTC 9/23/2022 Call $30.50,STO,1,$0.08,$7.98
9/21/2022,9/21/2022,9/22/2022,INTC,INTC 9/23/2022 Call $30.50,STO,1,$0.08,$7.98
9/21/2022,9/21/2022,9/22/2022,INTC,INTC 9/23/2022 Call $30.50,STO,2,$0.08,$15.98
9/21/2022,9/21/2022,9/22/2022,INTC,INTC 9/23/2022 Call $30.50,STO,1,$0.08,$7.98
9/21/2022,9/21/2022,9/22/2022,NVDA,NVDA 9/23/2022 Call $143.00,STO,1,$0.83,$82.98
9/19/2022,9/19/2022,9/20/2022,NVDA,NVDA 9/23/2022 Put $160.00,OASGN,1,,
9/19/2022,9/19/2022,9/21/2022,NVDA,"NVIDIA
CUSIP: 67066G104
1 NVDA Option Assigned",Buy,100,$160.00,"($16,000.00)"
9/16/2022,9/16/2022,9/19/2022,GOOGL,Option Expiration for GOOGL 9/16/2022 Call $115.00,OEXP,1,,
9/16/2022,9/16/2022,9/19/2022,SPCE,Option Expiration for SPCE 9/16/2022 Call $6.50,OEXP,5,,
9/16/2022,9/16/2022,9/19/2022,INTC,Option Expiration for INTC 9/16/2022 Call $33.00,OEXP,5,,
9/16/2022,9/16/2022,9/19/2022,NVDA,NVDA 9/23/2022 Put $160.00,STO,1,$29.30,"$2,929.92"
9/16/2022,9/16/2022,9/19/2022,NVDA,NVDA 9/16/2022 Put $162.50,BTC,1,$31.80,"($3,180.00)"
9/16/2022,9/16/2022,9/16/2022,,Gold Fee,GOLD,,,($5.00)
9/16/2022,9/16/2022,9/16/2022,,Aggregated Margin Rate,MINT,,,($37.50)
9/9/2022,9/9/2022,9/12/2022,INTC,INTC 9/16/2022 Call $33.00,STO,1,$0.08,$7.98
9/9/2022,9/9/2022,9/12/2022,INTC,INTC 9/16/2022 Call $33.00,STO,1,$0.08,$7.98
9/9/2022,9/9/2022,9/12/2022,INTC,INTC 9/16/2022 Call $33.00,STO,1,$0.08,$7.98
9/9/2022,9/9/2022,9/12/2022,INTC,INTC 9/16/2022 Call $33.00,STO,1,$0.08,$7.98
9/9/2022,9/9/2022,9/12/2022,INTC,INTC 9/16/2022 Call $33.00,STO,1,$0.08,$7.98
9/9/2022,9/9/2022,9/12/2022,GOOGL,GOOGL 9/16/2022 Call $115.00,STO,1,$0.40,$39.98
9/9/2022,9/9/2022,9/12/2022,NET,NET 9/9/2022 Call $62.00,BTC,1,$3.89,($389.00)
9/9/2022,9/9/2022,9/12/2022,NET,NET 9/30/2022 Call $66.00,STO,1,$4.32,$431.98
9/9/2022,9/9/2022,9/12/2022,SPCE,SPCE 9/16/2022 Call $6.50,STO,5,$0.09,$44.98
9/9/2022,9/9/2022,9/12/2022,SPCE,SPCE 9/9/2022 Call $6.00,BTC,5,$0.03,($15.00)
9/9/2022,9/9/2022,9/12/2022,HOOD,HOOD 9/9/2022 Call $10.00,BTC,8,$0.66,($528.00)
9/9/2022,9/9/2022,9/12/2022,HOOD,HOOD 9/30/2022 Call $10.50,STO,8,$0.76,$607.96
9/8/2022,9/8/2022,9/8/2022,MSFT,Cash Div: R/D 2022-08-18 P/D 2022-09-08 - 7.071625 shares at 0.62,CDIV,,,$4.38
9/7/2022,9/7/2022,9/8/2022,SPCE,SPCE 9/9/2022 Call $6.00,STO,5,$0.08,$39.98
9/7/2022,9/7/2022,9/8/2022,NET,NET 9/9/2022 Call $62.00,STO,1,$0.56,$55.98
9/6/2022,9/6/2022,9/6/2022,PFE,Cash Div: R/D 2022-07-29 P/D 2022-09-06 - 0.996808 shares at 0.4,CDIV,,,$0.40
9/6/2022,9/6/2022,9/7/2022,HOOD,HOOD 9/9/2022 Call $10.00,STO,8,$0.11,$87.97
9/2/2022,9/2/2022,9/6/2022,NVDA,NVDA 9/2/2022 Put $162.50,BTC,1,$25.38,"($2,538.00)"
9/2/2022,9/2/2022,9/6/2022,NVDA,NVDA 9/16/2022 Put $162.50,STO,1,$25.63,"$2,562.93"
9/1/2022,9/1/2022,9/1/2022,INTC,Cash Div: R/D 2022-08-07 P/D 2022-09-01 - 500 shares at 0.365,CDIV,,,$182.50
8/31/2022,8/31/2022,8/31/2022,SIRI,Manufactured Div: R/D 2022-08-05 P/D 2022-08-31 - 3 shares at 0.021962,MDIV,,,$0.07
8/26/2022,8/26/2022,8/29/2022,SPCE,Option Expiration for SPCE 8/26/2022 Call $6.50,OEXP,5,,
8/26/2022,8/26/2022,8/29/2022,HOOD,Option Expiration for HOOD 8/26/2022 Call $10.00,OEXP,8,,
8/26/2022,8/26/2022,8/29/2022,GOOGL,Option Expiration for GOOGL 8/26/2022 Call $117.00,OEXP,1,,
8/26/2022,8/26/2022,8/29/2022,NET,Option Expiration for NET 8/26/2022 Call $66.00,OEXP,1,,
8/26/2022,8/26/2022,8/29/2022,INTC,Option Expiration for INTC 8/26/2022 Call $35.00,OEXP,5,,
8/26/2022,8/26/2022,8/29/2022,NVDA,NVDA 8/26/2022 Put $167.50,BTC,1,$1.57,($157.00)
8/26/2022,8/26/2022,8/29/2022,NVDA,NVDA 9/2/2022 Put $162.50,STO,1,$3.02,$301.98
8/25/2022,8/25/2022,8/26/2022,SPCE,SPCE 8/26/2022 Call $6.50,STO,2,$0.04,$7.98
8/25/2022,8/25/2022,8/26/2022,SPCE,SPCE 8/26/2022 Call $6.50,STO,2,$0.04,$7.98
8/25/2022,8/25/2022,8/26/2022,SPCE,SPCE 8/26/2022 Call $6.50,STO,1,$0.04,$3.98
8/25/2022,8/25/2022,8/25/2022,TSLA,"Tesla
CUSIP: 88160R101",SPL,0.1345,,
8/23/2022,8/23/2022,8/24/2022,HOOD,HOOD 8/26/2022 Call $10.00,STO,2,$0.05,$9.98
8/23/2022,8/23/2022,8/24/2022,HOOD,HOOD 8/26/2022 Call $10.00,STO,5,$0.05,$24.98
8/23/2022,8/23/2022,8/24/2022,HOOD,HOOD 8/26/2022 Call $10.00,STO,1,$0.05,$4.98
8/23/2022,8/23/2022,8/24/2022,INTC,INTC 8/26/2022 Call $35.00,STO,5,$0.13,$64.98
8/19/2022,8/19/2022,8/22/2022,HOOD,Option Expiration for HOOD 8/19/2022 Call $11.00,OEXP,8,,
8/19/2022,8/19/2022,8/22/2022,SPCE,Option Expiration for SPCE 8/19/2022 Call $7.50,OEXP,5,,
8/19/2022,8/19/2022,8/22/2022,INTC,Option Expiration for INTC 8/19/2022 Call $36.00,OEXP,5,,
8/19/2022,8/19/2022,8/22/2022,NVDA,NVDA 8/26/2022 Put $167.50,STO,1,$2.02,$201.98
8/17/2022,8/17/2022,8/17/2022,,Gold Fee,GOLD,,,($5.00)
8/17/2022,8/17/2022,8/17/2022,,Aggregated Margin Rate,MINT,,,($52.01)
8/15/2022,8/15/2022,8/15/2022,,ACH Deposit,ACH,,,"$4,500.00"
8/12/2022,8/12/2022,8/15/2022,NVDA,Option Expiration for NVDA 8/12/2022 Put $165.00,OEXP,1,,
8/12/2022,8/12/2022,8/15/2022,SPCE,SPCE 8/19/2022 Call $7.50,STO,5,$0.12,$59.98
8/12/2022,8/12/2022,8/15/2022,HOOD,HOOD 8/12/2022 Call $10.00,BTC,4,$0.87,($348.00)
8/12/2022,8/12/2022,8/15/2022,HOOD,HOOD 8/12/2022 Call $10.00,BTC,4,$0.87,($348.00)
8/12/2022,8/12/2022,8/15/2022,HOOD,HOOD 8/19/2022 Call $11.00,STO,4,$0.32,$127.98
8/12/2022,8/12/2022,8/15/2022,HOOD,HOOD 8/19/2022 Call $11.00,STO,4,$0.32,$127.98
8/12/2022,8/12/2022,8/15/2022,INTC,INTC 8/19/2022 Call $36.00,STO,3,$0.47,$140.98
8/12/2022,8/12/2022,8/15/2022,INTC,INTC 8/12/2022 Call $35.50,BTC,3,$0.42,($126.00)
8/12/2022,8/12/2022,8/15/2022,INTC,INTC 8/19/2022 Call $36.00,STO,2,$0.48,$95.98
8/12/2022,8/12/2022,8/15/2022,INTC,INTC 8/12/2022 Call $35.50,BTC,2,$0.43,($86.00)
8/12/2022,8/12/2022,8/15/2022,SPCE,SPCE 8/12/2022 Call $7.50,BTC,5,$0.01,($5.00)
8/11/2022,8/11/2022,8/11/2022,AAPL,Cash Div: R/D 2022-08-08 P/D 2022-08-11 - 12.114505 shares at 0.23,CDIV,,,$2.79
8/10/2022,8/10/2022,8/11/2022,INTC,INTC 8/12/2022 Call $35.50,STO,3,$0.16,$47.98
8/10/2022,8/10/2022,8/11/2022,INTC,INTC 8/12/2022 Call $35.50,STO,2,$0.16,$31.98
8/9/2022,8/9/2022,8/10/2022,NVDA,NVDA 8/12/2022 Put $165.00,STO,1,$2.54,$253.98
8/5/2022,8/5/2022,8/8/2022,INTC,Option Expiration for INTC 8/5/2022 Call $38.50,OEXP,5,,
8/5/2022,8/5/2022,8/8/2022,HOOD,HOOD 8/12/2022 Call $10.00,STO,4,$0.59,$235.98
8/5/2022,8/5/2022,8/8/2022,HOOD,HOOD 8/5/2022 Call $10.00,BTC,4,$0.32,($128.00)
8/5/2022,8/5/2022,8/8/2022,HOOD,HOOD 8/12/2022 Call $10.00,STO,3,$0.59,$176.98
8/5/2022,8/5/2022,8/8/2022,HOOD,HOOD 8/12/2022 Call $10.00,STO,1,$0.59,$58.98
8/5/2022,8/5/2022,8/8/2022,HOOD,HOOD 8/5/2022 Call $10.00,BTC,1,$0.32,($32.00)
8/5/2022,8/5/2022,8/8/2022,HOOD,HOOD 8/5/2022 Call $10.00,BTC,3,$0.31,($93.00)
8/5/2022,8/5/2022,8/8/2022,NET,NET 8/26/2022 Call $66.00,STO,1,$10.45,"$1,044.96"
8/5/2022,8/5/2022,8/8/2022,NET,NET 8/5/2022 Call $55.00,BTC,1,$18.97,"($1,897.00)"
8/1/2022,8/1/2022,8/2/2022,NET,NET 8/5/2022 Call $55.00,STO,1,$2.17,$216.98
8/1/2022,8/1/2022,8/2/2022,INTC,INTC 8/5/2022 Call $38.50,STO,5,$0.15,$74.98
8/1/2022,8/1/2022,8/1/2022,,ACH Deposit,ACH,,,$200.00
8/1/2022,8/1/2022,8/1/2022,,ACH Deposit,ACH,,,"$2,200.00"
7/29/2022,7/29/2022,8/1/2022,INTC,Option Expiration for INTC 7/29/2022 Call $44.00,OEXP,5,,
7/29/2022,7/29/2022,8/1/2022,NVDA,Option Expiration for NVDA 7/29/2022 Put $160.00,OEXP,1,,
7/29/2022,7/29/2022,8/1/2022,NET,Option Expiration for NET 7/29/2022 Call $53.00,OEXP,1,,
7/29/2022,7/29/2022,8/1/2022,HOOD,HOOD 7/29/2022 Call $9.00,BTC,4,$0.08,($32.00)
7/29/2022,7/29/2022,8/1/2022,HOOD,HOOD 7/29/2022 Call $9.00,BTC,4,$0.08,($32.00)
7/29/2022,7/29/2022,8/1/2022,HOOD,HOOD 8/5/2022 Call $10.00,STO,4,$0.22,$87.98
7/29/2022,7/29/2022,8/1/2022,HOOD,HOOD 8/5/2022 Call $10.00,STO,4,$0.22,$87.98
7/29/2022,7/29/2022,8/1/2022,GOOGL,GOOGL 8/26/2022 Call $117.00,STO,1,$3.35,$334.98
7/29/2022,7/29/2022,8/1/2022,GOOGL,GOOGL 7/29/2022 Call $113.00,BTC,1,$3.45,($345.00)
7/27/2022,7/27/2022,7/27/2022,MRVL,Cash Div: R/D 2022-07-08 P/D 2022-07-27 - 5.034087 shares at 0.06,CDIV,,,$0.30
7/27/2022,7/27/2022,7/27/2022,CSCO,Cash Div: R/D 2022-07-06 P/D 2022-07-27 - 1.041383 shares at 0.38,CDIV,,,$0.40
7/27/2022,7/27/2022,7/28/2022,INTC,INTC 7/29/2022 Call $44.00,STO,5,$0.12,$59.98
7/27/2022,7/27/2022,7/28/2022,HOOD,HOOD 7/29/2022 Call $9.00,STO,8,$0.09,$71.97
7/27/2022,7/27/2022,7/28/2022,GOOGL,GOOGL 7/29/2022 Call $113.00,STO,1,$1.00,$99.98
7/26/2022,7/26/2022,7/27/2022,NVDA,NVDA 7/29/2022 Put $160.00,STO,1,$2.04,$203.98
7/22/2022,7/22/2022,7/25/2022,INTC,Option Expiration for INTC 7/22/2022 Call $40.50,OEXP,5,,
7/22/2022,7/22/2022,7/25/2022,HOOD,Option Expiration for HOOD 7/22/2022 Call $9.50,OEXP,8,,
7/22/2022,7/22/2022,7/25/2022,NET,NET 7/22/2022 Call $52.00,BTC,1,$0.45,($45.00)
